Category,Source,Title,Content Summary,URL,Date of Publication
Economía,La Jornada,La subocupación entre mujeres aumentó en enero,"En el arranque del año, la subrepresentación que viven las mujeres en el mercado laboral mexicano se vio rebasada por la necesidad y disponibilidad de trabajar más. En contrasentido de lo registrado entre hombres, en enero las trabajadoras buscaron laborar más horas, según información del Instituto Nacional de Estadística y Geografía (Inegi).",https://www.jornada.com.mx/2024/03/04/economia/017n1eco?partner=rss,04/03/24
Economía,La Jornada,Pemex ha recuperado gran parte de ventas en el mercado interno,"En los últimos tres años Petróleos Mexicanos (Pemex) ha recuperado gran parte de ventas en el mercado interno hasta alcanzar los niveles previos a la pandemia. Registra una mayor comercialización de gasolinas, diésel y gas licuado de petróleo (LP), según datos de la empresa estatal.",https://www.jornada.com.mx/2024/03/04/economia/019n1eco?partner=rss,04/03/24
Economía,La Jornada,"Este año, nuestro país será noveno productor mundial de agroalimentos","Para 2024, México avanzará un peldaño y se convertirá en el noveno mayor productor de agroalimentos del mundo, al tiempo que subirá dos escalones para ocupar la séptima posición entre los mayores exportadores de comida, revela el reporte anual Perspectivas Agroalimentarias 2024.",https://www.jornada.com.mx/2024/03/04/economia/016n2eco?partner=rss,04/03/24
Economía,La Jornada,Sectur: feriados de marzo dejarán derrama por 48 mil 381 millones de pesos,"El segundo fin de semana largo del año, que será del 15 al 18 de marzo, dejará una derrama económica por consumo de servicios turísticos de 48 mil 381 millones de pesos, prevé la Secretaría de Turismo (Sectur).",https://www.jornada.com.mx/2024/03/04/economia/018n1eco?partner=rss,04/03/24
Economía,La Jornada,OPEP+ extiende recortes a producción de crudo hasta segundo trimestre,"La Organización de Países Exportadores de Petróleo y sus aliados (OPEP+) anunciaron que ampliarán los recortes voluntarios a la producción de crudo hasta el segundo trimestre del año, lo que supone más apoyo para un mercado preocupado por las perspectivas de crecimiento económico mundial.",https://www.jornada.com.mx/2024/03/04/economia/018n2eco?partner=rss,04/03/24
Economía,Expansión,Las mujeres ganan 7.7 dólares por cada 10 que reciben los hombres en el mundo,"Las mujeres en el mundo acceden solo al 64% de la protección legal que ampara a los hombres, informa el Banco Mundial.",https://expansion.mx/economia/2024/03/04/mujeres-ganan-menos-que-hombres,04/03/24
Economía,Expansión,"Consumo privado avanza 0.2% en diciembre, desacelera el paso","De acuerdo con analistas, el incremento es más a lo estimado por el Indicador Oportuno del Consumo Privado.",https://expansion.mx/economia/2024/03/04/consumo-privado-avanza-0-2-en-diciembre-desacelera-paso,04/03/24
Economía,Expansión,La gasolina Premium suma cuatro meses sin subsidio,"Desde noviembre, este combustible no ha gozado de estímulo fiscal, a diferencia de la Magna y el diésel.",https://expansion.mx/economia/2024/03/04/gasolina-premium-suma-cuatro-meses-sin-subsidio,04/03/24
Economía,Expansión,OPEP acuerda extender recorte de producción hasta finales de junio,"Con la medida, las naciones productoras pretenden elevar el precio de la materia prima.",https://expansion.mx/economia/2024/03/03/opep-acuerda-recorte-produccion-finales-junio,03/03/24
Economía,Expansión,La reunión de la OMC cierra sin acuerdos en pesca y agricultura,"La directora general del organismo, Ngozi Okonjo-Iweala, destacó que la reunión tuvo lugar ""contra un trasfondo internacional marcado por la mayor incertidumbre de cualquier tiempo que se recuerde"".",https://expansion.mx/economia/2024/03/02/reunion-de-omc-cierra-sin-acuerdos-en-pesca-y-agricultura,02/03/24
Economía,Expansión,Monte de Piedad logra acuerdo con sindicato,El contrato colectivo de trabajo será sometido a votación de los trabajadores.,https://expansion.mx/economia/2024/03/01/monte-de-piedad-logra-acuerdo-con-sindicato,02/03/24
Economía,Expansión,"No solo BBVA, NU México presenta fallas hoy para hacer transferencias",Algunos usuarios reportaron problemas al momento de querer realizar transferencias.,https://expansion.mx/economia/2024/03/01/nu-mexico-presenta-fallas-hoy,01/03/24
Economía,Expansión,Ingresos petroleros y tributarios quedan por debajo de sus metas en enero,En el reporte de Hacienda se observó un crecimiento de 28.6% en el gasto programable.,https://expansion.mx/economia/2024/03/01/ingresos-tributarios-petroleros-no-logran-meta-hacienda,01/03/24
Economía,Expansión,Hacienda reduce el subsidio al diésel,"La cuota por el impuesto IEPS será de 6.08 pesos por litro; para el diésel, un monto mayor al de la semana que termina este viernes, de 5.79 pesos por litro.",https://expansion.mx/economia/2024/03/01/hacienda-reduce-subsidio-al-diesel-precio-gasolina,01/03/24
Economía,Expansión,Analistas privados reducen expectativa de inflación,"Para el 2024, analistas consultados por el Banco de México (Banxico) esperan que la inflación cierre el año en una tasa de 4.10%, desde un 4.17% previo.",https://expansion.mx/economia/2024/03/01/analistas-privados-reducen-expectativa-de-inflacion,01/03/24
Economía,Expansión,BBVA reporta fallas en sus sistemas,El banco informó a sus usuarios que sus sistemas presentaban fallas sin especificar si sólo era la app o también en sucursales.,https://expansion.mx/economia/2024/03/01/bbva-falla-app,01/03/24
Economía,Expansión,"Las remesas se desaceleran en enero y llegan a 4,574.6 mdd","En el primer mes de este año, las remesas que llegaron a México cayeron 16.8% en comparación con el mes previo.",https://expansion.mx/economia/2024/03/01/remesas-se-desaceleran-enero-2024,01/03/24
Economía,Expansión,Finamex busca capitalizar el nearshoring,"Una de las principales casas de bolsa en México pretende aprovechar esta tendencia, al tiempo que atrae a pequeños inversionistas.",https://expansion.mx/economia/2024/03/01/finamex-aprovechar-nearshoring-mexico,01/03/24
Economía,Expansión,"México arranca el año con 52 anuncios de inversión por casi 26,000 mdd",El 62% de los anuncios de inversión corresponde a la industria del sector manufacturero.,https://expansion.mx/economia/2024/02/29/mexico-arranca-el-ano-con-52-anuncios-de-inversion-por-casi-26-000-mdd,01/03/24
Economía,Expansión,Trabajadores de Monte de Piedad votarán por continuidad de huelga,"En caso de no llegar a un acuerdo entre la administración y el sindicato de Monte de Piedad esta semana, los trabajadores decidirán si continúa o se levanta la huelga.",https://expansion.mx/economia/2024/02/29/trabajadores-monte-piedad-votaran-huelga,29/02/24
Economía,Expansión,"En 17 años, participación económica de mujeres en México ha pasado de 43 a 46%",El IMCO apunta que en el país la participación de las mujeres en la economía tiene un retraso importante respecto al promedio de la OCDE.,https://expansion.mx/economia/2024/02/29/participacion-economica-mujer-mexico-aumento-3-en-17-anos,29/02/24
Economía,Expansión,"Se pensionan 72,623 mexicanos con tasa de reemplazo del 72%: Consar","De enero de 2021 a diciembre pasado, 63,360 personas han logrado pensionarse gracias a la reducción de las semanas cotizadas.",https://expansion.mx/economia/2024/02/29/mas-72-623-mexicanos-pensionan-72-ultimo-salario-consar,29/02/24
Economía,Expansión,No por mérito propio: Millennials serán la generación más rica de la historia,"Ahora, lo importante es cómo gastarán en invertirán las grandes fortunas que heredarán en países como Estados Unidos. El cambio generacional de la riqueza redefinirá el rumbo de los negocios.",https://expansion.mx/economia/2024/02/29/illennials-seran-generacion-mas-rica-historia,29/02/24
Economía,Expansión,La digitalización pone a competir a fintech y bancos: Hacienda,"Roberto Lazzeri, Jefe de la Oficina del Secretario de Hacienda, señala que la llegada de empresas de tecnología financiera ayuda a la competencia en favor de los usuarios.",https://expansion.mx/economia/2024/02/29/digitalizacion-pone-a-competir-a-fintech-y-bancos-hacienda,29/02/24
Economía,Expansión,La industria farmacéutica mexicana puede prosperar más con el nearshoring,"Hay mano de obra calificada, costos competitivos e infraestructura para propiciar el nearshoring en la industria farmacéutica y de dispositivos médicos.",https://expansion.mx/economia/2024/02/29/industria-farmaceutica-prosperar-nearshoring,29/02/24
Economía,Expansión,"Banco de México perfila ""ajuste fino"" en el recorte a la tasa","El subgobernador Jonathan Heath dijo que sería un ""error"" bajar la tasa prematuramente sin haber ganado la batalla contra la inflación; sin embargo, dijo que podría haber un ajuste.",https://expansion.mx/economia/2024/02/29/seria-un-error-bajar-tasa-de-interes-jonathan-heath,29/02/24
Economía,Expansión,Inflación en EU aumenta en enero en línea con lo previsto,"El índice de precios de los gastos de consumo personal (PCE) subió un 0.3% el mes pasado, informó el jueves la Oficina de Análisis Económico del Departamento de Comercio.",https://expansion.mx/economia/2024/02/29/inflacion-estados-unidos-enero-2024,29/02/24
Economía,Expansión,"7 de cada 10 personas invierten después del ""hubiera ahorrado""","Carlos Marmolejo, director general de la Sofipo Finsus, dijo que con GameIf buscan educar de manera didáctica a los usuarios incentivando el ahorro y las inversiones.",https://expansion.mx/economia/2024/02/29/finsus-fomentar-ahorro-gameif,29/02/24
Economía,Expansión,La deuda mexicana se va en pago de pensiones,"Para 2024 se aprobó un techo de deuda de 1.9 bdp, mientras se prevé un gasto en pensiones por 1.500 bdp, y 465,000 mdp para el programa de pensiones para adultos mayores.",https://expansion.mx/economia/2024/02/29/la-deuda-mexicana-se-va-en-pago-de-pensiones,29/02/24
Economía,Expansión,Impuestos quedan por debajo de lo esperado en 4 de 5 años de gobierno,México Evalúa advierte sobre la baja generación de recursos públicos por renta petrolera. Los ingresos totales quedaron por debajo de su meta en 2020 y 2023.,https://expansion.mx/economia/2024/02/28/recaudacion-impuestos-gobierno-amlo-debajo-meta,28/02/24
Economía,Expansión,El porcentaje de pobreza laboral anota su segunda menor tasa desde 2008,"De acuerdo con el Coneval, en el último trimestre de 2023, las entidades con menor porcentaje de pobreza laboral fueron Baja California Sur, Baja California y Jalisco.",https://expansion.mx/economia/2024/02/28/pobreza-laboral-baja-2023-pero-mujeres-son-mas-vulnerables,28/02/24
Economía,Expansión,Banxico reduce pronósticos para la economía mexicana a 2.8%,El Banco de México (Banxico) pronostica que el PIB de México crecerá menos de lo esperado este 2024 y mantuvo sus pronósticos para 2025.,https://expansion.mx/economia/2024/02/28/banxico-pronostico-crecimiento-economia-mexicana,28/02/24
Economía,Expansión,Los banqueros preparan Convención en Acapulco pese a recuperación desigual,La 87 Convención Bancaria se celebrará en Acapulco y contará con la presencia del presidente López Obrador y a los tres aspirantes a la presidencia.,https://expansion.mx/economia/2024/02/28/amlo-candidatos-a-presidencia-en-convencion-bancaria-2024,28/02/24
Economía,Expansión,Crecimiento económico de EU en el cuarto trimestre se revisa a la baja,"El Producto Interno Bruto aumentó a una tasa anualizada del 3.2%, revisada ligeramente a la baja desde el ritmo del 3.3%.",https://expansion.mx/economia/2024/02/28/crecimiento-economico-eu-cuarto-trimestre-se-revisa-a-la-baja,28/02/24
Economía,Expansión,Hacienda congela contrataciones en el gobierno federal,La disposición se aplicará del 2 de marzo al 30 de septiembre de este año; el dinero del que se dispone por las plazas vacantes deberá ser devuelto al ramo de Provisiones Salariales y Económicas.,https://expansion.mx/economia/2024/02/28/hacienda-congela-contrataciones-gobierno-federal,28/02/24
Economía,Expansión,Hacienda prevé que deuda llegue a 48.8% del PIB este año,El subsecretario de Hacienda señala que el país no requiere de una reforma tributaria para poder solventar desequilibrios fiscales.,https://expansion.mx/economia/2024/02/28/hacienda-preve-que-deuda-llegue-a-48-8-del-pib-este-ano,28/02/24
Economía,Expansión,inDrive lanza división financiera con tarjeta de crédito y préstamos personales,"Tras una alianza con firmas como Galileo, Mastercard, entre otros, la plataforma de movilidad ofrecerá créditos de hasta 15,000 pesos.",https://expansion.mx/economia/2024/02/28/indrive-money-tarjeta-de-credito,28/02/24
Economía,Expansión,El SAT duplica la recaudación por fiscalizar operaciones de comercio exterior,"En los primeros cinco años del gobierno, la autoridad fiscal ha puesto el ojo en las operaciones para internar y enviar mercancías al extranjero. Hay errores que derivan en créditos millonarios.",https://expansion.mx/economia/2024/02/28/sat-fiscalizacion-comercio-exterior,28/02/24
Economía,Expansión,Aranceles al acero presionan más a EU que a México,"En una guerra de aranceles al acero, Estados Unidos tiene la de perder, declaró Raquel Buenrostro, secretaria de Economía.",https://expansion.mx/economia/2024/02/27/aranceles-acero-estados-unidos-mexico,28/02/24
Economía,Expansión,"El tema energético con Estados Unidos ya se resolvió, asegura Raquel Buenrostro",La titular de Economía explicó que todos los temas por los que había una diferencia en materia energética -electricidad y de hidrocarburos- entre México y EU quedaron resueltos.,https://expansion.mx/economia/2024/02/27/mexico-eu-resolvieron-conflicto-energetico-buenrostro,28/02/24
Economía,Expansión,"Banco del Bienestar supera meta y llega a 3,149 sucursales","La dependencia informó que 2,750 sucursales fueron construidas exclusivamente por la Secretaría de la Defensa (Sedena).",https://expansion.mx/economia/2024/02/27/cuantas-sucursales-tiene-banco-bienestar,27/02/24
Economía,Expansión,Los Cetes a 28 días dan por descontado recorte de Banxico,Los Cetes de corto plazo se mantuvieron por segunda semana consecutiva con tasa del 11% mientras que los Cetes a dos años bajaron a su nivel más bajo desde enero.,https://expansion.mx/economia/2024/02/27/cetes-corto-plazo-mantienen-rendimiento-recorte-tasa-banxico,27/02/24
Economía,Expansión,La OCDE ve oportunidad para recaudar más impuestos en México,"De acuerdo con el Estudio Económico sobre México, la recaudación de impuestos representa apenas el 16.7% del producto interno bruto (PIB), la mitad del promedio de los países de la OCDE.",https://expansion.mx/economia/2024/02/27/la-ocde-ve-oportunidad-para-recaudar-mas-impuestos-en-mexico,27/02/24
Economía,Expansión,¿Quién es Luis Niño de Rivera? Uno de los fundadores de Banco Azteca,"El banquero que ha anunciado su retiro de Banco Azteca tras 20 años de servicio, fue también en su juventud clavadista olímpico.",https://expansion.mx/economia/2024/02/27/quien-es-luis-nino-de-rivera-banco-azteca,27/02/24
Economía,Expansión,Las exportaciones mexicanas caen en enero,"Durante el primer mes de 2024, las ventas de México al extranjero registraron una disminución de 1.5% a tasa anual.",https://expansion.mx/economia/2024/02/27/mexico-balanza-comercial-importaciones-exportaciones-inegi,27/02/24
Economía,Expansión,Las altas tasas de interés presionan a Sofomes y Sofipos,"Al no obtener financiamiento de la misma manera de la banca, la temporada de altas tasas ha repercutido en el fondeo de instituciones financieras no bancarias (IFNB).",https://expansion.mx/economia/2024/02/27/las-altas-tasas-de-interes-presionan-a-sofomes-y-sofipos,27/02/24
Economía,Expansión,STPS revisará si hay denegación de derechos a trabajadores de RV Fresh Foods,"La Secretaría del Trabajo y Previsión Social (STPS) verificará si se niegan los derechos a la libertad de asociación y negociación colectiva en la compañía ubicada en Uruapan, Michoacán.",https://expansion.mx/economia/2024/02/26/stps-revisara-si-hay-denegacion-de-derechos-a-trabajadores-de-rv-fresh-foods,27/02/24
Economía,Expansión,"Luis Niño de Rivera renuncia a Banco Azteca, que ya tiene nuevo director",El presidente y miembro del Consejo de Administración de Banco Azteca presentó su renuncia y ahora Alejandro Valenzuela ocupará su puesto; el banco será dirigido por Francisco Rodríguez.,https://expansion.mx/economia/2024/02/26/luis-nino-de-rivera-renuncia-a-banco-azteca-y-el-banco-tiene-nuevo-director,27/02/24
Economía,Expansión,"Los bancos digitales, ¿qué diferencias tienen sus cuentas vs. las tradicionales?",Los bancos están apostando por cuentas digitales pero son los límites de depósitos el reto que tienen para la adopción y masificación.,https://expansion.mx/economia/2024/02/26/limite-deposito-al-dia-segun-nivel-cuenta-bancaria,26/02/24
Economía,Expansión,No nada más cobra impuestos: SAT triplica el embargo de mercancía ilegal,"El SAT realizó operativos en carreteras, visitas domiciliarias en diferentes estados de la República a empresas de diferentes sectores, entro otros operativos.",https://expansion.mx/economia/2024/02/26/no-nada-mas-cobra-impuestos-sat-triplica-el-embargo-de-mercancia-ilegal,26/02/24
Economía,Expansión,Citibanamex prevé desaceleración de las remesas en 2024,La institución bancaria advierte que este año la desaceleración del empleo y una posible recesión en la economía estadounidense serán los causantes de este menor ritmo de crecimiento.,https://expansion.mx/economia/2024/02/26/remesas-mexico-reduciran-ritmo-2024-citibanamex,26/02/24
Economía,Expansión,La OMC pide reformar el sistema comercial multilateral,"La 13ª conferencia ministerial de la OMC (MC13), que se desarrollará hasta el jueves en Abu Dabi, capital de Emiratos Árabes Unidos, es la primera en dos años.",https://expansion.mx/economia/2024/02/26/omc-pide-reformar-sistema-comercial-multilateral,26/02/24
Economía,Expansión,La tasa de desocupación descendió a 2.7% en el cuatro trimestre de 2023,"Mientras el número de personas fue mejor en los últimos tres meses del año, la población ocupada llegó hasta los 59.4 millones.",https://expansion.mx/economia/2024/02/26/inegi-enoe-empleo-desocupacion-informalidad,26/02/24
Economía,Expansión,Gobierno nacionaliza Exportadora de Sal,"La compra de inversiones fue por 1,500 millones de pesos, queda 100% en manos de mexicanos, con una participación de 25% del Servicio Geológico Mexicano y de 75% del Fideicomiso de Fomento Minero.",https://expansion.mx/economia/2024/02/24/nacionalizacion-exportadora-de-sal,25/02/24
Economía,Expansión,Esto pagarás de impuesto IEPS por cada litro de gasolina,"Las cuotas por IEPS a las gasolinas Premium y Magna serán de 5.21 pesos por litro, para la semana del 24 de febrero al 1 de marzo.",https://expansion.mx/economia/2024/02/23/la-gasolina-premium-va-por-su-novena-semana-sin-subsidio,23/02/24
Ciencia y tecnología,La Jornada,“México sólo tiene dos o tres años para alcanzar  el éxito en la industria espacial”,"México tiene dos o tres años, a lo más, para incursionar con éxito en la industria espacial y ser potencia a escala planetaria, advirtió Katya Echazarreta (Guadalajara,1995), quien en junio de 2022 se convirtió en la primera mexicana en viajar al espacio exterior, como parte de la misión Blue Origin NS-21.",https://www.jornada.com.mx/2024/03/04/ciencias/a05n1cie?partner=rss,04/03/24
Ciencia y tecnología,Expansión,WhatsApp vence a NSO Group y tendrá acceso al código de Pegasus,"Una jueza de Estados Unidos ordenó a la empresa israelí dar acceso a WhatsApp a su software, luego de haber espiado a 1,400 de sus usuarios durante dos semanas.",https://expansion.mx/tecnologia/2024/03/04/whatsapp-gana-nso-group-acceso-a-pegasus,04/03/24
Ciencia y tecnología,Expansión,"La UE golpea con 1,950 mdd a Apple por abusar del mercado de música en streaming","De acuerdo con la Comisión Europea, Apple prohíbe a desarrolladores informar sobre servicios alternativos y más baratos fuera de la App Store.",https://expansion.mx/tecnologia/2024/03/04/ue-multa-apple-abusar-mercado-musica-streaming,04/03/24
Ciencia y tecnología,Expansión,TREBEL Music triunfa en los premios Google Play Best Of,"Best App, Daily Essentials y User’s Choice, son las tres categorías en las que se reconoció a esta aplicación de música",https://expansion.mx/tendencias/2024/03/03/trebel-music-triunfa-en-google-play-best-of,04/03/24
Ciencia y tecnología,Expansión,Amazon México quiere llevar su corazón editorial al e-commerce,"La empresa de tecnología tiene un nuevo gerente general en el país, Pedro Huerta, quien tiene experiencia en la industria de los libros, pero también en dispositivos inteligentes.",https://expansion.mx/tecnologia/2024/03/01/amazon-mexico-quiere-llevar-su-corazon-editorial-al-e-commerce,01/03/24
Ciencia y tecnología,Expansión,Microsoft vende Toys for Bob para volver a ser un estudio independiente,El estudio afirmó que esta es una oportunidad para regresar a las raíces de ser una empresa “pequeña y ágil”.,https://expansion.mx/tecnologia/2024/02/29/microsoft-vende-toys-for-bob-para-volver-a-ser-un-estudio-independiente,29/02/24
Ciencia y tecnología,Expansión,Esta lavadora con IA cuestionará tu forma de lavar,La tecnología de la Bespoke AI Laundry está enfocada en hacer más eficiente el uso de detergentes y agua.,https://expansion.mx/tecnologia/2024/02/29/esta-lavadora-ia-samsung-te-dira-si-lavas-bien-tu-ropa,29/02/24
Ciencia y tecnología,Expansión,PS Plus: estos son los juegos gratis que llegan en marzo de 2024,PlayStation dio a conocer los juegos gratuitos que llegarán a PS Plus en marzo de 2024. Te decimos cuáles son y a partir de cuándo estarán disponibles.,https://expansion.mx/tecnologia/2024/02/29/juegos-gratis-ps-plus-marzo-2024,29/02/24
